NAICS_DESC,DATE,REVENUE,anonimized_name
Direct Property and Casualty I,4/9/21,7550,Jacob Stein INC
Direct Property and Casualty I,4/12/21,3918,Jacob Stein INC
Direct Property and Casualty I,4/13/21,5380,Jacob Stein INC
Direct Property and Casualty I,4/14/21,4703,Jacob Stein INC
Direct Property and Casualty I,4/15/21,5546,Jacob Stein INC
Direct Property and Casualty I,4/16/21,4744,Jacob Stein INC
Direct Property and Casualty I,4/19/21,3288,Jacob Stein INC
Direct Property and Casualty I,4/20/21,5676,Jacob Stein INC
Direct Property and Casualty I,4/21/21,6778,Jacob Stein INC
Direct Property and Casualty I,4/22/21,4172,Jacob Stein INC
Direct Property and Casualty I,4/23/21,5374,Jacob Stein INC
Direct Property and Casualty I,4/26/21,4241,Jacob Stein INC
Direct Property and Casualty I,4/27/21,5975,Jacob Stein INC
Direct Property and Casualty I,4/28/21,4049,Jacob Stein INC
Direct Property and Casualty I,4/29/21,12292,Jacob Stein INC
Direct Property and Casualty I,4/30/21,1777,Jacob Stein INC
Direct Property and Casualty I,5/3/21,5558,Jacob Stein INC
Direct Property and Casualty I,5/4/21,4643,Jacob Stein INC
Direct Property and Casualty I,5/5/21,5337,Jacob Stein INC
Direct Property and Casualty I,5/6/21,5546,Jacob Stein INC
Direct Property and Casualty I,5/7/21,5703,Jacob Stein INC
Direct Property and Casualty I,5/10/21,6361,Jacob Stein INC
Direct Property and Casualty I,5/11/21,8353,Jacob Stein INC
Direct Property and Casualty I,5/12/21,5961,Jacob Stein INC
Direct Property and Casualty I,5/13/21,4366,Jacob Stein INC
Direct Property and Casualty I,5/14/21,4145,Jacob Stein INC
Direct Property and Casualty I,5/17/21,10215,Jacob Stein INC
Direct Property and Casualty I,5/18/21,5360,Jacob Stein INC
Direct Property and Casualty I,5/19/21,3895,Jacob Stein INC
Direct Property and Casualty I,5/20/21,5108,Jacob Stein INC
Direct Property and Casualty I,5/21/21,4213,Jacob Stein INC
Direct Property and Casualty I,5/24/21,5740,Jacob Stein INC
Direct Property and Casualty I,5/25/21,8136,Jacob Stein INC
Direct Property and Casualty I,5/26/21,5909,Jacob Stein INC
Direct Property and Casualty I,5/27/21,3004,Jacob Stein INC
Direct Property and Casualty I,5/28/21,5938,Jacob Stein INC
Direct Property and Casualty I,6/1/21,6523,Jacob Stein INC
Direct Property and Casualty I,6/2/21,4169,Jacob Stein INC
Direct Property and Casualty I,6/3/21,8117,Jacob Stein INC
Direct Property and Casualty I,6/4/21,3686,Jacob Stein INC
Direct Property and Casualty I,6/7/21,5275,Jacob Stein INC
Direct Property and Casualty I,6/8/21,8012,Jacob Stein INC
Direct Property and Casualty I,6/9/21,7081,Jacob Stein INC
Direct Property and Casualty I,6/10/21,4277,Jacob Stein INC
Direct Property and Casualty I,6/11/21,4053,Jacob Stein INC
Direct Property and Casualty I,6/14/21,4274,Jacob Stein INC
Direct Property and Casualty I,6/15/21,8262,Jacob Stein INC
Direct Property and Casualty I,6/16/21,4095,Jacob Stein INC
Direct Property and Casualty I,6/17/21,4302,Jacob Stein INC
Direct Property and Casualty I,6/18/21,3895,Jacob Stein INC
Direct Property and Casualty I,6/21/21,4112,Jacob Stein INC
Direct Property and Casualty I,6/22/21,5726,Jacob Stein INC
Direct Property and Casualty I,6/23/21,4814,Jacob Stein INC
Direct Property and Casualty I,6/24/21,6304,Jacob Stein INC
Direct Property and Casualty I,6/25/21,4568,Jacob Stein INC
Direct Property and Casualty I,6/28/21,4559,Jacob Stein INC
Direct Property and Casualty I,6/29/21,3731,Jacob Stein INC
Direct Property and Casualty I,6/30/21,6384,Jacob Stein INC
Direct Property and Casualty I,7/1/21,5608,Jacob Stein INC
Direct Property and Casualty I,7/2/21,3544,Jacob Stein INC
Direct Property and Casualty I,7/6/21,3748,Jacob Stein INC
Direct Property and Casualty I,7/7/21,11112,Jacob Stein INC
Direct Property and Casualty I,7/8/21,5090,Jacob Stein INC
Direct Property and Casualty I,7/9/21,4177,Jacob Stein INC
Direct Property and Casualty I,7/12/21,8985,Jacob Stein INC
Direct Property and Casualty I,7/13/21,6085,Jacob Stein INC
Direct Property and Casualty I,7/14/21,3378,Jacob Stein INC
Direct Property and Casualty I,7/15/21,4336,Jacob Stein INC
Direct Property and Casualty I,7/16/21,3788,Jacob Stein INC
Direct Property and Casualty I,7/19/21,3643,Jacob Stein INC
Direct Property and Casualty I,7/20/21,5793,Jacob Stein INC
Direct Property and Casualty I,7/21/21,4299,Jacob Stein INC
Direct Property and Casualty I,7/22/21,4492,Jacob Stein INC
Direct Property and Casualty I,7/23/21,3633,Jacob Stein INC
Direct Property and Casualty I,7/26/21,5419,Jacob Stein INC
Direct Property and Casualty I,7/27/21,4984,Jacob Stein INC
Direct Property and Casualty I,7/28/21,3731,Jacob Stein INC
Direct Property and Casualty I,7/29/21,4548,Jacob Stein INC
Direct Property and Casualty I,7/30/21,4975,Jacob Stein INC
Direct Property and Casualty I,8/2/21,7028,Jacob Stein INC
Direct Property and Casualty I,8/3/21,5996,Jacob Stein INC
Direct Property and Casualty I,8/4/21,3167,Jacob Stein INC
Direct Property and Casualty I,8/5/21,4322,Jacob Stein INC
Direct Property and Casualty I,8/6/21,5723,Jacob Stein INC
Direct Property and Casualty I,8/9/21,6214,Jacob Stein INC
Direct Property and Casualty I,8/10/21,4842,Jacob Stein INC
Direct Property and Casualty I,8/11/21,7976,Jacob Stein INC
Direct Property and Casualty I,8/12/21,4578,Jacob Stein INC
Direct Property and Casualty I,8/13/21,4014,Jacob Stein INC
Direct Property and Casualty I,8/16/21,4552,Jacob Stein INC
Direct Property and Casualty I,8/17/21,4895,Jacob Stein INC
Direct Property and Casualty I,8/18/21,4269,Jacob Stein INC
Direct Property and Casualty I,8/19/21,3846,Jacob Stein INC
Direct Property and Casualty I,8/20/21,4277,Jacob Stein INC
Direct Property and Casualty I,8/23/21,4901,Jacob Stein INC
Direct Property and Casualty I,8/24/21,5307,Jacob Stein INC
Direct Property and Casualty I,8/25/21,6085,Jacob Stein INC
Direct Property and Casualty I,8/26/21,3996,Jacob Stein INC
Direct Property and Casualty I,8/27/21,3826,Jacob Stein INC
Direct Property and Casualty I,8/30/21,4438,Jacob Stein INC
Direct Property and Casualty I,8/31/21,4961,Jacob Stein INC
Direct Property and Casualty I,9/1/21,7939,Jacob Stein INC
Direct Property and Casualty I,9/2/21,3681,Jacob Stein INC
Direct Property and Casualty I,9/3/21,5315,Jacob Stein INC
Direct Property and Casualty I,9/7/21,9538,Jacob Stein INC
Direct Property and Casualty I,9/8/21,6346,Jacob Stein INC
Direct Property and Casualty I,9/9/21,4223,Jacob Stein INC
Direct Property and Casualty I,9/10/21,6813,Jacob Stein INC
Direct Property and Casualty I,9/13/21,4618,Jacob Stein INC
Direct Property and Casualty I,9/14/21,4537,Jacob Stein INC
Direct Property and Casualty I,9/15/21,4799,Jacob Stein INC
Direct Property and Casualty I,9/16/21,4747,Jacob Stein INC
Direct Property and Casualty I,9/17/21,3182,Jacob Stein INC
Direct Property and Casualty I,9/20/21,7306,Jacob Stein INC
Direct Property and Casualty I,9/21/21,7536,Jacob Stein INC
Direct Property and Casualty I,9/22/21,4764,Jacob Stein INC
Direct Property and Casualty I,9/23/21,6553,Jacob Stein INC
Direct Property and Casualty I,9/24/21,9621,Jacob Stein INC
Direct Property and Casualty I,9/27/21,1699,Jacob Stein INC
Direct Property and Casualty I,9/28/21,9245,Jacob Stein INC
Direct Property and Casualty I,9/29/21,4342,Jacob Stein INC
Direct Property and Casualty I,9/30/21,4744,Jacob Stein INC
Direct Property and Casualty I,10/1/21,4853,Jacob Stein INC
Direct Property and Casualty I,10/4/21,5170,Jacob Stein INC
Direct Property and Casualty I,10/5/21,4708,Jacob Stein INC
Direct Property and Casualty I,10/6/21,6189,Jacob Stein INC
Direct Property and Casualty I,10/7/21,8400,Jacob Stein INC
Direct Property and Casualty I,10/8/21,7362,Jacob Stein INC
Direct Property and Casualty I,10/11/21,4891,Jacob Stein INC
Direct Property and Casualty I,10/12/21,6933,Jacob Stein INC
Direct Property and Casualty I,10/13/21,7547,Jacob Stein INC
Direct Property and Casualty I,10/14/21,3996,Jacob Stein INC
Direct Property and Casualty I,10/15/21,4185,Jacob Stein INC
Direct Property and Casualty I,10/18/21,4813,Jacob Stein INC
Direct Property and Casualty I,10/19/21,6080,Jacob Stein INC
Direct Property and Casualty I,10/20/21,4261,Jacob Stein INC
Direct Property and Casualty I,10/21/21,6576,Jacob Stein INC
Direct Property and Casualty I,10/22/21,4724,Jacob Stein INC
Direct Property and Casualty I,10/25/21,5485,Jacob Stein INC
Direct Property and Casualty I,10/26/21,7358,Jacob Stein INC
Direct Property and Casualty I,10/27/21,4955,Jacob Stein INC
Direct Property and Casualty I,10/28/21,4750,Jacob Stein INC
Direct Property and Casualty I,10/29/21,5021,Jacob Stein INC
Direct Property and Casualty I,11/2/21,4040,Jacob Stein INC
Direct Property and Casualty I,11/3/21,7086,Jacob Stein INC
Direct Property and Casualty I,11/4/21,4709,Jacob Stein INC
Direct Property and Casualty I,11/5/21,4426,Jacob Stein INC
Direct Property and Casualty I,11/8/21,7544,Jacob Stein INC
Direct Property and Casualty I,11/9/21,6340,Jacob Stein INC
Direct Property and Casualty I,11/10/21,6598,Jacob Stein INC
Direct Property and Casualty I,11/11/21,7694,Jacob Stein INC
Direct Property and Casualty I,11/12/21,4060,Jacob Stein INC
Direct Property and Casualty I,11/15/21,4620,Jacob Stein INC
Direct Property and Casualty I,11/16/21,6409,Jacob Stein INC
Direct Property and Casualty I,11/17/21,4087,Jacob Stein INC
Direct Property and Casualty I,11/18/21,5005,Jacob Stein INC
Direct Property and Casualty I,11/19/21,4801,Jacob Stein INC
Direct Property and Casualty I,11/22/21,5761,Jacob Stein INC
Direct Property and Casualty I,11/23/21,6722,Jacob Stein INC
Direct Property and Casualty I,11/24/21,4864,Jacob Stein INC
Direct Property and Casualty I,11/29/21,8282,Jacob Stein INC
Direct Property and Casualty I,11/30/21,6332,Jacob Stein INC
Direct Property and Casualty I,12/1/21,4024,Jacob Stein INC
Direct Property and Casualty I,12/2/21,5687,Jacob Stein INC
Direct Property and Casualty I,12/3/21,4898,Jacob Stein INC
Direct Property and Casualty I,12/6/21,5551,Jacob Stein INC
Direct Property and Casualty I,12/7/21,8003,Jacob Stein INC
Direct Property and Casualty I,12/8/21,4624,Jacob Stein INC
Direct Property and Casualty I,12/9/21,4104,Jacob Stein INC
Direct Property and Casualty I,12/10/21,3623,Jacob Stein INC
Direct Property and Casualty I,12/11/21,144,Jacob Stein INC
Direct Property and Casualty I,12/13/21,3820,Jacob Stein INC
Direct Property and Casualty I,12/14/21,7439,Jacob Stein INC
Direct Property and Casualty I,12/15/21,6090,Jacob Stein INC
Direct Property and Casualty I,12/16/21,7467,Jacob Stein INC
Direct Property and Casualty I,12/17/21,3889,Jacob Stein INC
Direct Property and Casualty I,12/20/21,4925,Jacob Stein INC
Direct Property and Casualty I,12/21/21,8634,Jacob Stein INC
Direct Property and Casualty I,12/22/21,6744,Jacob Stein INC
Direct Property and Casualty I,12/23/21,7296,Jacob Stein INC
Direct Property and Casualty I,12/27/21,5561,Jacob Stein INC
Direct Property and Casualty I,12/28/21,4216,Jacob Stein INC
Direct Property and Casualty I,12/29/21,7621,Jacob Stein INC
Direct Property and Casualty I,12/30/21,4681,Jacob Stein INC
Direct Property and Casualty I,12/31/21,329,Jacob Stein INC
Direct Property and Casualty I,1/3/22,9760,Jacob Stein INC
Direct Property and Casualty I,1/4/22,5970,Jacob Stein INC
Direct Property and Casualty I,1/5/22,6101,Jacob Stein INC
Direct Property and Casualty I,1/6/22,6558,Jacob Stein INC
Direct Property and Casualty I,1/7/22,7948,Jacob Stein INC
Direct Property and Casualty I,1/10/22,5700,Jacob Stein INC
Direct Property and Casualty I,1/11/22,6416,Jacob Stein INC
Direct Property and Casualty I,1/12/22,3531,Jacob Stein INC
Direct Property and Casualty I,1/13/22,4811,Jacob Stein INC
Direct Property and Casualty I,1/14/22,2909,Jacob Stein INC
Direct Property and Casualty I,1/18/22,14071,Jacob Stein INC
Direct Property and Casualty I,1/19/22,5058,Jacob Stein INC
Direct Property and Casualty I,1/20/22,7515,Jacob Stein INC
Direct Property and Casualty I,1/21/22,6740,Jacob Stein INC
Direct Property and Casualty I,1/24/22,6165,Jacob Stein INC
Direct Property and Casualty I,1/25/22,3572,Jacob Stein INC
Direct Property and Casualty I,1/26/22,7433,Jacob Stein INC
Direct Property and Casualty I,1/28/22,5581,Jacob Stein INC
Direct Property and Casualty I,1/31/22,5438,Jacob Stein INC
Direct Property and Casualty I,2/1/22,6964,Jacob Stein INC
Direct Property and Casualty I,2/2/22,4112,Jacob Stein INC
Direct Property and Casualty I,2/3/22,5251,Jacob Stein INC
Direct Property and Casualty I,2/4/22,4946,Jacob Stein INC
Direct Property and Casualty I,2/7/22,6427,Jacob Stein INC
Direct Property and Casualty I,2/8/22,15479,Jacob Stein INC
Direct Property and Casualty I,2/9/22,4888,Jacob Stein INC
Direct Property and Casualty I,2/10/22,5048,Jacob Stein INC
Direct Property and Casualty I,2/11/22,4678,Jacob Stein INC
Direct Property and Casualty I,2/14/22,4624,Jacob Stein INC
Direct Property and Casualty I,2/15/22,6319,Jacob Stein INC
Direct Property and Casualty I,2/16/22,5637,Jacob Stein INC
Direct Property and Casualty I,2/17/22,4180,Jacob Stein INC
Direct Property and Casualty I,2/18/22,3624,Jacob Stein INC
Direct Property and Casualty I,2/22/22,8569,Jacob Stein INC
Direct Property and Casualty I,2/23/22,7500,Jacob Stein INC
Direct Property and Casualty I,2/24/22,4529,Jacob Stein INC
Direct Property and Casualty I,2/25/22,4661,Jacob Stein INC
Direct Property and Casualty I,2/28/22,4844,Jacob Stein INC
Direct Property and Casualty I,3/1/22,5983,Jacob Stein INC
Direct Property and Casualty I,3/2/22,4019,Jacob Stein INC
Direct Property and Casualty I,3/3/22,5440,Jacob Stein INC
Direct Property and Casualty I,3/4/22,3422,Jacob Stein INC
Direct Property and Casualty I,3/7/22,4472,Jacob Stein INC
Direct Property and Casualty I,3/8/22,7902,Jacob Stein INC
Direct Property and Casualty I,3/9/22,4442,Jacob Stein INC
Direct Property and Casualty I,3/10/22,3965,Jacob Stein INC
Direct Property and Casualty I,3/11/22,8807,Jacob Stein INC
Direct Property and Casualty I,3/14/22,12903,Jacob Stein INC
Direct Property and Casualty I,3/15/22,23718,Jacob Stein INC
Direct Property and Casualty I,3/16/22,10494,Jacob Stein INC
Direct Property and Casualty I,3/17/22,2994,Jacob Stein INC
Direct Property and Casualty I,3/18/22,4808,Jacob Stein INC
Direct Property and Casualty I,3/21/22,3928,Jacob Stein INC
Direct Property and Casualty I,3/22/22,5597,Jacob Stein INC
Direct Property and Casualty I,3/23/22,5945,Jacob Stein INC
Direct Property and Casualty I,3/24/22,5528,Jacob Stein INC
Direct Property and Casualty I,3/25/22,4391,Jacob Stein INC
Direct Property and Casualty I,3/28/22,6361,Jacob Stein INC
Direct Property and Casualty I,3/29/22,3448,Jacob Stein INC
Direct Property and Casualty I,3/30/22,5849,Jacob Stein INC
Direct Property and Casualty I,3/31/22,5136,Jacob Stein INC
Direct Property and Casualty I,4/1/22,5293,Jacob Stein INC
Direct Property and Casualty I,4/4/22,5595,Jacob Stein INC
Direct Property and Casualty I,4/5/22,5362,Jacob Stein INC
Direct Property and Casualty I,4/6/22,7091,Jacob Stein INC
Direct Property and Casualty I,4/7/22,8956,Jacob Stein INC
Direct Property and Casualty I,4/8/22,8291,Jacob Stein INC
Direct Property and Casualty I,4/11/22,3630,Jacob Stein INC
Direct Property and Casualty I,4/12/22,9647,Jacob Stein INC
Direct Property and Casualty I,4/13/22,6372,Jacob Stein INC
Direct Property and Casualty I,4/14/22,4497,Jacob Stein INC
Direct Property and Casualty I,4/15/22,4405,Jacob Stein INC
Direct Property and Casualty I,4/18/22,4378,Jacob Stein INC
Direct Property and Casualty I,4/19/22,5520,Jacob Stein INC
Direct Property and Casualty I,4/20/22,5820,Jacob Stein INC
Direct Property and Casualty I,4/21/22,4428,Jacob Stein INC
Direct Property and Casualty I,4/22/22,5263,Jacob Stein INC
Direct Property and Casualty I,4/25/22,5518,Jacob Stein INC
Direct Property and Casualty I,4/26/22,5504,Jacob Stein INC
Direct Property and Casualty I,4/27/22,4257,Jacob Stein INC
Direct Property and Casualty I,4/28/22,5036,Jacob Stein INC
Direct Property and Casualty I,4/29/22,5737,Jacob Stein INC
Direct Property and Casualty I,5/2/22,4471,Jacob Stein INC
Direct Property and Casualty I,5/3/22,6186,Jacob Stein INC
Direct Property and Casualty I,5/4/22,3561,Jacob Stein INC
Direct Property and Casualty I,5/5/22,7542,Jacob Stein INC
Direct Property and Casualty I,5/6/22,4994,Jacob Stein INC
Direct Property and Casualty I,5/9/22,4945,Jacob Stein INC
Direct Property and Casualty I,5/10/22,7507,Jacob Stein INC
Direct Property and Casualty I,5/11/22,6029,Jacob Stein INC
Direct Property and Casualty I,5/12/22,3820,Jacob Stein INC
Direct Property and Casualty I,5/13/22,4827,Jacob Stein INC
Direct Property and Casualty I,5/16/22,3791,Jacob Stein INC
Direct Property and Casualty I,5/17/22,5834,Jacob Stein INC
Direct Property and Casualty I,5/18/22,3405,Jacob Stein INC
Direct Property and Casualty I,5/19/22,4955,Jacob Stein INC
Direct Property and Casualty I,5/20/22,4464,Jacob Stein INC
Direct Property and Casualty I,5/23/22,5157,Jacob Stein INC
Direct Property and Casualty I,5/24/22,3907,Jacob Stein INC
Direct Property and Casualty I,5/25/22,5623,Jacob Stein INC
Direct Property and Casualty I,5/26/22,4165,Jacob Stein INC
Direct Property and Casualty I,5/27/22,5453,Jacob Stein INC
Direct Property and Casualty I,5/31/22,6133,Jacob Stein INC
Direct Property and Casualty I,6/1/22,4826,Jacob Stein INC
Direct Property and Casualty I,6/2/22,4241,Jacob Stein INC
Direct Property and Casualty I,6/3/22,4517,Jacob Stein INC
Direct Property and Casualty I,6/6/22,6296,Jacob Stein INC
Direct Property and Casualty I,6/7/22,6785,Jacob Stein INC
Direct Property and Casualty I,6/8/22,6282,Jacob Stein INC
